,Year,Province,Gender,Cause of death,Total,lat,lng,Country
155369,2018,Nova Scotia,Females,Acute bronchitis and bronchiolitis ,0.0,44.6820, -63.7443,Canada
155373,2018,Nova Scotia,Females,Chronic lower respiratory diseases ,263.0,44.6820, -63.7443,Canada
155377,2018,Nova Scotia,Females,Pneumoconioses and chemical effects ,1.0,44.6820, -63.7443,Canada
155381,2018,Nova Scotia,Females,Pneumonitis due to solids and liquids ,7.0,44.6820, -63.7443,Canada
155385,2018,Nova Scotia,Females,Peptic ulcer ,7.0,44.6820, -63.7443,Canada
155389,2018,Nova Scotia,Females,Diseases of appendix ,0.0,44.6820, -63.7443,Canada
155393,2018,Nova Scotia,Females,Hernia ,10.0,44.6820, -63.7443,Canada
155397,2018,Nova Scotia,Females,Chronic liver disease and cirrhosis ,32.0,44.6820, -63.7443,Canada
155401,2018,Nova Scotia,Females,Cholelithiasis and other disorders of gallbladder ,10.0,44.6820, -63.7443,Canada
155405,2018,Nova Scotia,Females,"Nephritis, nephrotic syndrome and nephrosis ",42.0,44.6820, -63.7443,Canada
155409,2018,Nova Scotia,Females,Infections of kidney ,2.0,44.6820, -63.7443,Canada
155413,2018,Nova Scotia,Females,Inflammatory diseases of female pelvic organs ,0.0,44.6820, -63.7443,Canada
155417,2018,Nova Scotia,Females,"Pregnancy, childbirth and the puerperium ",1.0,44.6820, -63.7443,Canada
155421,2018,Nova Scotia,Females,Certain conditions originating in the perinatal period ,6.0,44.6820, -63.7443,Canada
155425,2018,Nova Scotia,Females,"Congenital malformations, deformations and chromosomal abnormalities ",16.0,44.6820, -63.7443,Canada
155433,2018,Nova Scotia,Females,Accidents (unintentional injuries) ,260.0,44.6820, -63.7443,Canada
155437,2018,Nova Scotia,Females,Intentional self-harm (suicide) ,25.0,44.6820, -63.7443,Canada
155441,2018,Nova Scotia,Females,Assault (homicide) ,3.0,44.6820, -63.7443,Canada
155445,2018,Nova Scotia,Females,Legal intervention ,0.0,44.6820, -63.7443,Canada
155449,2018,Nova Scotia,Females,Operations of war and their sequelae ,0.0,44.6820, -63.7443,Canada
155453,2018,Nova Scotia,Females,Complications of medical and surgical care ,6.0,44.6820, -63.7443,Canada
155457,2018,Nova Scotia,Females,Other causes of death,1152.0,44.6820, -63.7443,Canada
155677,2018,New Brunswick,Males,Salmonella infections ,0.0,46.5653, -66.4619,Canada
155681,2018,New Brunswick,Males,Shigellosis and amoebiasis ,0.0,46.5653, -66.4619,Canada
155685,2018,New Brunswick,Males,Tuberculosis ,1.0,46.5653, -66.4619,Canada
155689,2018,New Brunswick,Males,Whooping cough ,0.0,46.5653, -66.4619,Canada
155693,2018,New Brunswick,Males,Scarlet fever and erysipelas ,0.0,46.5653, -66.4619,Canada
155697,2018,New Brunswick,Males,Meningococcal infection ,0.0,46.5653, -66.4619,Canada
155701,2018,New Brunswick,Males,Sepsis ,28.0,46.5653, -66.4619,Canada
155705,2018,New Brunswick,Males,Syphilis ,0.0,46.5653, -66.4619,Canada
155709,2018,New Brunswick,Males,Acute poliomyelitis ,0.0,46.5653, -66.4619,Canada
155713,2018,New Brunswick,Males,Arthropod-borne viral encephalitis ,0.0,46.5653, -66.4619,Canada
155717,2018,New Brunswick,Males,Measles ,0.0,46.5653, -66.4619,Canada
155721,2018,New Brunswick,Males,Viral hepatitis ,1.0,46.5653, -66.4619,Canada
155725,2018,New Brunswick,Males,Human immunodeficiency virus ,0.0,46.5653, -66.4619,Canada
155729,2018,New Brunswick,Males,Malaria ,0.0,46.5653, -66.4619,Canada
155733,2018,New Brunswick,Males,Malignant neoplasms ,1140.0,46.5653, -66.4619,Canada
155737,2018,New Brunswick,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",33.0,46.5653, -66.4619,Canada
155741,2018,New Brunswick,Males,Anaemias ,5.0,46.5653, -66.4619,Canada
155745,2018,New Brunswick,Males,Diabetes mellitus ,116.0,46.5653, -66.4619,Canada
155749,2018,New Brunswick,Males,Nutritional deficiencies ,1.0,46.5653, -66.4619,Canada
155753,2018,New Brunswick,Males,Meningitis ,0.0,46.5653, -66.4619,Canada
155757,2018,New Brunswick,Males,Parkinson's disease ,53.0,46.5653, -66.4619,Canada
155761,2018,New Brunswick,Males,Alzheimer's disease ,58.0,46.5653, -66.4619,Canada
155765,2018,New Brunswick,Males,Diseases of heart ,757.0,46.5653, -66.4619,Canada
155769,2018,New Brunswick,Males,Essential hypertension and hypertensive renal disease ,12.0,46.5653, -66.4619,Canada
155773,2018,New Brunswick,Males,Cerebrovascular diseases ,149.0,46.5653, -66.4619,Canada
155777,2018,New Brunswick,Males,Atherosclerosis ,4.0,46.5653, -66.4619,Canada
155781,2018,New Brunswick,Males,Aortic aneurysm and dissection ,27.0,46.5653, -66.4619,Canada
155785,2018,New Brunswick,Males,Influenza and pneumonia ,94.0,46.5653, -66.4619,Canada
155789,2018,New Brunswick,Males,Acute bronchitis and bronchiolitis ,0.0,46.5653, -66.4619,Canada
155793,2018,New Brunswick,Males,Chronic lower respiratory diseases ,191.0,46.5653, -66.4619,Canada
155797,2018,New Brunswick,Males,Pneumoconioses and chemical effects ,4.0,46.5653, -66.4619,Canada
155801,2018,New Brunswick,Males,Pneumonitis due to solids and liquids ,30.0,46.5653, -66.4619,Canada
155805,2018,New Brunswick,Males,Peptic ulcer ,2.0,46.5653, -66.4619,Canada
155809,2018,New Brunswick,Males,Diseases of appendix ,0.0,46.5653, -66.4619,Canada
155813,2018,New Brunswick,Males,Hernia ,3.0,46.5653, -66.4619,Canada
155817,2018,New Brunswick,Males,Chronic liver disease and cirrhosis ,50.0,46.5653, -66.4619,Canada
155821,2018,New Brunswick,Males,Cholelithiasis and other disorders of gallbladder ,6.0,46.5653, -66.4619,Canada
155825,2018,New Brunswick,Males,"Nephritis, nephrotic syndrome and nephrosis ",53.0,46.5653, -66.4619,Canada
155829,2018,New Brunswick,Males,Infections of kidney ,3.0,46.5653, -66.4619,Canada
155833,2018,New Brunswick,Males,Hyperplasia of prostate ,6.0,46.5653, -66.4619,Canada
155837,2018,New Brunswick,Males,Certain conditions originating in the perinatal period ,6.0,46.5653, -66.4619,Canada
155841,2018,New Brunswick,Males,"Congenital malformations, deformations and chromosomal abnormalities ",12.0,46.5653, -66.4619,Canada
155849,2018,New Brunswick,Males,Accidents (unintentional injuries) ,171.0,46.5653, -66.4619,Canada
155853,2018,New Brunswick,Males,Intentional self-harm (suicide) ,93.0,46.5653, -66.4619,Canada
155857,2018,New Brunswick,Males,Assault (homicide) ,5.0,46.5653, -66.4619,Canada
155861,2018,New Brunswick,Males,Legal intervention ,0.0,46.5653, -66.4619,Canada
155865,2018,New Brunswick,Males,Operations of war and their sequelae ,0.0,46.5653, -66.4619,Canada
155869,2018,New Brunswick,Males,Complications of medical and surgical care ,6.0,46.5653, -66.4619,Canada
155873,2018,New Brunswick,Males,Other causes of death,763.0,46.5653, -66.4619,Canada
155881,2018,New Brunswick,Females,Salmonella infections ,0.0,46.5653, -66.4619,Canada
155885,2018,New Brunswick,Females,Shigellosis and amoebiasis ,0.0,46.5653, -66.4619,Canada
155889,2018,New Brunswick,Females,Tuberculosis ,0.0,46.5653, -66.4619,Canada
155893,2018,New Brunswick,Females,Whooping cough ,0.0,46.5653, -66.4619,Canada
155897,2018,New Brunswick,Females,Scarlet fever and erysipelas ,0.0,46.5653, -66.4619,Canada
155901,2018,New Brunswick,Females,Meningococcal infection ,0.0,46.5653, -66.4619,Canada
155905,2018,New Brunswick,Females,Sepsis ,28.0,46.5653, -66.4619,Canada
155909,2018,New Brunswick,Females,Syphilis ,0.0,46.5653, -66.4619,Canada
155913,2018,New Brunswick,Females,Acute poliomyelitis ,0.0,46.5653, -66.4619,Canada
155917,2018,New Brunswick,Females,Arthropod-borne viral encephalitis ,0.0,46.5653, -66.4619,Canada
155921,2018,New Brunswick,Females,Measles ,0.0,46.5653, -66.4619,Canada
155925,2018,New Brunswick,Females,Viral hepatitis ,1.0,46.5653, -66.4619,Canada
155929,2018,New Brunswick,Females,Human immunodeficiency virus ,0.0,46.5653, -66.4619,Canada
155933,2018,New Brunswick,Females,Malaria ,0.0,46.5653, -66.4619,Canada
155937,2018,New Brunswick,Females,Malignant neoplasms ,971.0,46.5653, -66.4619,Canada
155941,2018,New Brunswick,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",19.0,46.5653, -66.4619,Canada
155945,2018,New Brunswick,Females,Anaemias ,8.0,46.5653, -66.4619,Canada
155949,2018,New Brunswick,Females,Diabetes mellitus ,100.0,46.5653, -66.4619,Canada
155953,2018,New Brunswick,Females,Nutritional deficiencies ,5.0,46.5653, -66.4619,Canada
155957,2018,New Brunswick,Females,Meningitis ,0.0,46.5653, -66.4619,Canada
155961,2018,New Brunswick,Females,Parkinson's disease ,36.0,46.5653, -66.4619,Canada
155965,2018,New Brunswick,Females,Alzheimer's disease ,113.0,46.5653, -66.4619,Canada
155969,2018,New Brunswick,Females,Diseases of heart ,673.0,46.5653, -66.4619,Canada
155973,2018,New Brunswick,Females,Essential hypertension and hypertensive renal disease ,18.0,46.5653, -66.4619,Canada
155977,2018,New Brunswick,Females,Cerebrovascular diseases ,205.0,46.5653, -66.4619,Canada
155981,2018,New Brunswick,Females,Atherosclerosis ,3.0,46.5653, -66.4619,Canada
155985,2018,New Brunswick,Females,Aortic aneurysm and dissection ,18.0,46.5653, -66.4619,Canada
155989,2018,New Brunswick,Females,Influenza and pneumonia ,101.0,46.5653, -66.4619,Canada
155993,2018,New Brunswick,Females,Acute bronchitis and bronchiolitis ,1.0,46.5653, -66.4619,Canada
155997,2018,New Brunswick,Females,Chronic lower respiratory diseases ,213.0,46.5653, -66.4619,Canada
156001,2018,New Brunswick,Females,Pneumoconioses and chemical effects ,0.0,46.5653, -66.4619,Canada
156005,2018,New Brunswick,Females,Pneumonitis due to solids and liquids ,12.0,46.5653, -66.4619,Canada
156009,2018,New Brunswick,Females,Peptic ulcer ,2.0,46.5653, -66.4619,Canada
156013,2018,New Brunswick,Females,Diseases of appendix ,0.0,46.5653, -66.4619,Canada
156017,2018,New Brunswick,Females,Hernia ,10.0,46.5653, -66.4619,Canada
156021,2018,New Brunswick,Females,Chronic liver disease and cirrhosis ,35.0,46.5653, -66.4619,Canada
156025,2018,New Brunswick,Females,Cholelithiasis and other disorders of gallbladder ,8.0,46.5653, -66.4619,Canada
156029,2018,New Brunswick,Females,"Nephritis, nephrotic syndrome and nephrosis ",69.0,46.5653, -66.4619,Canada
156033,2018,New Brunswick,Females,Infections of kidney ,3.0,46.5653, -66.4619,Canada
156037,2018,New Brunswick,Females,Inflammatory diseases of female pelvic organs ,1.0,46.5653, -66.4619,Canada
156041,2018,New Brunswick,Females,"Pregnancy, childbirth and the puerperium ",0.0,46.5653, -66.4619,Canada
156045,2018,New Brunswick,Females,Certain conditions originating in the perinatal period ,7.0,46.5653, -66.4619,Canada
156049,2018,New Brunswick,Females,"Congenital malformations, deformations and chromosomal abnormalities ",6.0,46.5653, -66.4619,Canada
156057,2018,New Brunswick,Females,Accidents (unintentional injuries) ,152.0,46.5653, -66.4619,Canada
156061,2018,New Brunswick,Females,Intentional self-harm (suicide) ,21.0,46.5653, -66.4619,Canada
156065,2018,New Brunswick,Females,Assault (homicide) ,8.0,46.5653, -66.4619,Canada
156069,2018,New Brunswick,Females,Legal intervention ,0.0,46.5653, -66.4619,Canada
156073,2018,New Brunswick,Females,Operations of war and their sequelae ,0.0,46.5653, -66.4619,Canada
156077,2018,New Brunswick,Females,Complications of medical and surgical care ,8.0,46.5653, -66.4619,Canada
156081,2018,New Brunswick,Females,Other causes of death,917.0,46.5653, -66.4619,Canada
156301,2018,Quebec,Males,Salmonella infections ,1.0,52.9399, -73.5491,Canada
156305,2018,Quebec,Males,Shigellosis and amoebiasis ,0.0,52.9399, -73.5491,Canada
156309,2018,Quebec,Males,Tuberculosis ,6.0,52.9399, -73.5491,Canada
156313,2018,Quebec,Males,Whooping cough ,0.0,52.9399, -73.5491,Canada
156317,2018,Quebec,Males,Scarlet fever and erysipelas ,0.0,52.9399, -73.5491,Canada
156321,2018,Quebec,Males,Meningococcal infection ,0.0,52.9399, -73.5491,Canada
156325,2018,Quebec,Males,Sepsis ,272.0,52.9399, -73.5491,Canada
156329,2018,Quebec,Males,Syphilis ,3.0,52.9399, -73.5491,Canada
156333,2018,Quebec,Males,Acute poliomyelitis ,0.0,52.9399, -73.5491,Canada
156337,2018,Quebec,Males,Arthropod-borne viral encephalitis ,0.0,52.9399, -73.5491,Canada
156341,2018,Quebec,Males,Measles ,0.0,52.9399, -73.5491,Canada
156345,2018,Quebec,Males,Viral hepatitis ,29.0,52.9399, -73.5491,Canada
156349,2018,Quebec,Males,Human immunodeficiency virus ,27.0,52.9399, -73.5491,Canada
156353,2018,Quebec,Males,Malaria ,0.0,52.9399, -73.5491,Canada
156357,2018,Quebec,Males,Malignant neoplasms ,11003.0,52.9399, -73.5491,Canada
156361,2018,Quebec,Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",226.0,52.9399, -73.5491,Canada
156365,2018,Quebec,Males,Anaemias ,65.0,52.9399, -73.5491,Canada
156369,2018,Quebec,Males,Diabetes mellitus ,580.0,52.9399, -73.5491,Canada
156373,2018,Quebec,Males,Nutritional deficiencies ,52.0,52.9399, -73.5491,Canada
156377,2018,Quebec,Males,Meningitis ,10.0,52.9399, -73.5491,Canada
156381,2018,Quebec,Males,Parkinson's disease ,375.0,52.9399, -73.5491,Canada
156385,2018,Quebec,Males,Alzheimer's disease ,731.0,52.9399, -73.5491,Canada
156389,2018,Quebec,Males,Diseases of heart ,6615.0,52.9399, -73.5491,Canada
156393,2018,Quebec,Males,Essential hypertension and hypertensive renal disease ,51.0,52.9399, -73.5491,Canada
156397,2018,Quebec,Males,Cerebrovascular diseases ,1216.0,52.9399, -73.5491,Canada
156401,2018,Quebec,Males,Atherosclerosis ,44.0,52.9399, -73.5491,Canada
156405,2018,Quebec,Males,Aortic aneurysm and dissection ,207.0,52.9399, -73.5491,Canada
156409,2018,Quebec,Males,Influenza and pneumonia ,1261.0,52.9399, -73.5491,Canada
156413,2018,Quebec,Males,Acute bronchitis and bronchiolitis ,25.0,52.9399, -73.5491,Canada
156417,2018,Quebec,Males,Chronic lower respiratory diseases ,1539.0,52.9399, -73.5491,Canada
156421,2018,Quebec,Males,Pneumoconioses and chemical effects ,32.0,52.9399, -73.5491,Canada
156425,2018,Quebec,Males,Pneumonitis due to solids and liquids ,279.0,52.9399, -73.5491,Canada
156429,2018,Quebec,Males,Peptic ulcer ,38.0,52.9399, -73.5491,Canada
156433,2018,Quebec,Males,Diseases of appendix ,6.0,52.9399, -73.5491,Canada
156437,2018,Quebec,Males,Hernia ,56.0,52.9399, -73.5491,Canada
156441,2018,Quebec,Males,Chronic liver disease and cirrhosis ,454.0,52.9399, -73.5491,Canada
156445,2018,Quebec,Males,Cholelithiasis and other disorders of gallbladder ,66.0,52.9399, -73.5491,Canada
156449,2018,Quebec,Males,"Nephritis, nephrotic syndrome and nephrosis ",492.0,52.9399, -73.5491,Canada
156453,2018,Quebec,Males,Infections of kidney ,38.0,52.9399, -73.5491,Canada
156457,2018,Quebec,Males,Hyperplasia of prostate ,27.0,52.9399, -73.5491,Canada
156461,2018,Quebec,Males,Certain conditions originating in the perinatal period ,111.0,52.9399, -73.5491,Canada
156465,2018,Quebec,Males,"Congenital malformations, deformations and chromosomal abnormalities ",107.0,52.9399, -73.5491,Canada
156473,2018,Quebec,Males,Accidents (unintentional injuries) ,1645.0,52.9399, -73.5491,Canada
156477,2018,Quebec,Males,Intentional self-harm (suicide) ,824.0,52.9399, -73.5491,Canada
156481,2018,Quebec,Males,Assault (homicide) ,56.0,52.9399, -73.5491,Canada
156485,2018,Quebec,Males,Legal intervention ,3.0,52.9399, -73.5491,Canada
156489,2018,Quebec,Males,Operations of war and their sequelae ,0.0,52.9399, -73.5491,Canada
156493,2018,Quebec,Males,Complications of medical and surgical care ,5.0,52.9399, -73.5491,Canada
156497,2018,Quebec,Males,Other causes of death,5291.0,52.9399, -73.5491,Canada
156505,2018,Quebec,Females,Salmonella infections ,2.0,52.9399, -73.5491,Canada
156509,2018,Quebec,Females,Shigellosis and amoebiasis ,1.0,52.9399, -73.5491,Canada
156513,2018,Quebec,Females,Tuberculosis ,5.0,52.9399, -73.5491,Canada
156517,2018,Quebec,Females,Whooping cough ,0.0,52.9399, -73.5491,Canada
156521,2018,Quebec,Females,Scarlet fever and erysipelas ,0.0,52.9399, -73.5491,Canada
156525,2018,Quebec,Females,Meningococcal infection ,0.0,52.9399, -73.5491,Canada
156529,2018,Quebec,Females,Sepsis ,322.0,52.9399, -73.5491,Canada
156533,2018,Quebec,Females,Syphilis ,0.0,52.9399, -73.5491,Canada
156537,2018,Quebec,Females,Acute poliomyelitis ,0.0,52.9399, -73.5491,Canada
156541,2018,Quebec,Females,Arthropod-borne viral encephalitis ,0.0,52.9399, -73.5491,Canada
156545,2018,Quebec,Females,Measles ,0.0,52.9399, -73.5491,Canada
156549,2018,Quebec,Females,Viral hepatitis ,16.0,52.9399, -73.5491,Canada
156553,2018,Quebec,Females,Human immunodeficiency virus ,11.0,52.9399, -73.5491,Canada
156557,2018,Quebec,Females,Malaria ,0.0,52.9399, -73.5491,Canada
156561,2018,Quebec,Females,Malignant neoplasms ,10163.0,52.9399, -73.5491,Canada
156565,2018,Quebec,Females,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour ",194.0,52.9399, -73.5491,Canada
156569,2018,Quebec,Females,Anaemias ,88.0,52.9399, -73.5491,Canada
156573,2018,Quebec,Females,Diabetes mellitus ,498.0,52.9399, -73.5491,Canada
156577,2018,Quebec,Females,Nutritional deficiencies ,79.0,52.9399, -73.5491,Canada
156581,2018,Quebec,Females,Meningitis ,12.0,52.9399, -73.5491,Canada
156585,2018,Quebec,Females,Parkinson's disease ,302.0,52.9399, -73.5491,Canada
156589,2018,Quebec,Females,Alzheimer's disease ,1705.0,52.9399, -73.5491,Canada
156593,2018,Quebec,Females,Diseases of heart ,5999.0,52.9399, -73.5491,Canada
156597,2018,Quebec,Females,Essential hypertension and hypertensive renal disease ,92.0,52.9399, -73.5491,Canada
156601,2018,Quebec,Females,Cerebrovascular diseases ,1757.0,52.9399, -73.5491,Canada
156605,2018,Quebec,Females,Atherosclerosis ,51.0,52.9399, -73.5491,Canada
156609,2018,Quebec,Females,Aortic aneurysm and dissection ,163.0,52.9399, -73.5491,Canada
156613,2018,Quebec,Females,Influenza and pneumonia ,1580.0,52.9399, -73.5491,Canada
156617,2018,Quebec,Females,Acute bronchitis and bronchiolitis ,22.0,52.9399, -73.5491,Canada
156621,2018,Quebec,Females,Chronic lower respiratory diseases ,1675.0,52.9399, -73.5491,Canada
156625,2018,Quebec,Females,Pneumoconioses and chemical effects ,1.0,52.9399, -73.5491,Canada
156629,2018,Quebec,Females,Pneumonitis due to solids and liquids ,253.0,52.9399, -73.5491,Canada
156633,2018,Quebec,Females,Peptic ulcer ,30.0,52.9399, -73.5491,Canada
156637,2018,Quebec,Females,Diseases of appendix ,4.0,52.9399, -73.5491,Canada
156641,2018,Quebec,Females,Hernia ,42.0,52.9399, -73.5491,Canada
156645,2018,Quebec,Females,Chronic liver disease and cirrhosis ,241.0,52.9399, -73.5491,Canada
156649,2018,Quebec,Females,Cholelithiasis and other disorders of gallbladder ,65.0,52.9399, -73.5491,Canada
156653,2018,Quebec,Females,"Nephritis, nephrotic syndrome and nephrosis ",553.0,52.9399, -73.5491,Canada
